,FIPS,FIPS_NUM,COUNTY_NAME,STATE,UIC_NUMBER,UIC_GROUP,MEDICARE_ENROLL,POPESTIMATE,PHARMA_COUNT,ENERGY_RES,ENERGY_COM,ENERGY_IND,ENERGY_TTL,MEDICARE_RATE,RESIDENTIAL_RATE,MEDICARE_BIN,RESIDENTIAL_BIN,BIVARIATE_BIN
1289,26117,26117,Montcalm County,MI,2,Metro,14603,66614,6,189518.0,140254.0,87138.0,416910.0,0.219,0.455,B,3,B3
2404,46087,46087,McCook County,SD,2,Metro,1243,5682,0,28950.0,13840.0,18999.0,61789.0,0.219,0.469,B,3,B3
2562,48079,48079,Cochran County,TX,10,Nonmetro,559,2547,0,11051.0,25904.0,48606.0,85561.0,0.219,0.129,B,1,B1
3058,55021,55021,Columbia County,WI,2,Metro,12786,58490,10,203992.0,131023.0,254982.0,589997.0,0.219,0.346,B,2,B2
2756,48467,48467,Van Zandt County,TX,4,Nonmetro,13046,59541,7,293348.0,175147.0,103256.0,571751.0,0.219,0.513,B,3,B3
3104,55111,55111,Sauk County,WI,5,Nonmetro,14414,65763,10,218731.0,188496.0,409668.0,816895.0,0.219,0.268,B,1,B1
1719,31131,31131,Otoe County,NE,6,Nonmetro,3487,15912,2,79876.0,38968.0,107345.0,226189.0,0.219,0.353,B,2,B2
2989,53071,53071,Walla Walla County,WA,2,Metro,13678,62584,6,276536.0,230952.0,473872.0,981360.0,0.219,0.282,B,1,B1
1872,36089,36089,St. Lawrence County,NY,5,Nonmetro,23789,108505,9,314473.0,217089.0,294096.0,825658.0,0.219,0.381,B,2,B2
1477,28153,28153,Wayne County,MS,9,Nonmetro,4329,19779,2,109587.0,61111.0,91478.0,262176.0,0.219,0.418,B,2,B2
2373,46025,46025,Clark County,SD,10,Nonmetro,840,3837,0,17673.0,15207.0,16420.0,49300.0,0.219,0.358,B,2,B2
1944,37109,37109,Lincoln County,NC,1,Metro,19033,86810,9,480621.0,332945.0,93312.0,906878.0,0.219,0.53,B,3,B3
1042,21099,21099,Hart County,KY,7,Nonmetro,4224,19288,1,114108.0,36765.0,257643.0,408516.0,0.219,0.279,B,1,B1
76,02105,2105,Hoonah-Angoon Census Area,AK,10,Nonmetro,519,2365,0,7750.0,0.0,0.0,7750.0,0.219,1.0,B,3,B3
878,19179,19179,Wapello County,IA,8,Nonmetro,7778,35437,7,137441.0,111193.0,135098.0,383732.0,0.219,0.358,B,2,B2
838,19099,19099,Jasper County,IA,5,Nonmetro,8263,37813,4,134780.0,134477.0,95611.0,364868.0,0.219,0.369,B,2,B2
183,05145,5145,White County,AR,5,Nonmetro,16850,76822,8,395354.0,230503.0,186712.0,812569.0,0.219,0.487,B,3,B3
1571,29177,29177,Ray County,MO,1,Metro,5068,23158,2,113214.0,56322.0,23435.0,192971.0,0.219,0.587,B,3,B3
882,19187,19187,Webster County,IA,8,Nonmetro,8121,36999,7,158317.0,100148.0,619896.0,878361.0,0.219,0.18,B,1,B1
846,19115,19115,Louisa County,IA,7,Nonmetro,2377,10837,2,48298.0,18263.0,94593.0,161154.0,0.219,0.3,B,1,B1
526,13283,13283,Treutlen County,GA,9,Nonmetro,1401,6406,0,41384.0,11963.0,9662.0,63009.0,0.219,0.657,B,3,B3
22,01045,1045,Dale County,AL,5,Nonmetro,10826,49326,3,284461.0,134170.0,45370.0,464001.0,0.219,0.613,B,3,B3
736,18079,18079,Jennings County,IN,5,Nonmetro,6039,27613,2,175567.0,54825.0,166984.0,397376.0,0.219,0.442,B,3,B3
3108,55119,55119,Taylor County,WI,6,Nonmetro,4339,19913,1,87353.0,97795.0,508602.0,693750.0,0.218,0.126,B,1,B1
2766,48487,48487,Wilbarger County,TX,5,Nonmetro,2812,12887,4,68914.0,126172.0,164094.0,359180.0,0.218,0.192,B,1,B1
2568,48091,48091,Comal County,TX,1,Metro,35281,161501,15,700148.0,513482.0,431226.0,1644856.0,0.218,0.426,B,2,B2
2106,39127,39127,Perry County,OH,1,Metro,7710,35408,3,170770.0,42736.0,121328.0,334834.0,0.218,0.51,B,3,B3
2439,47023,47023,Chester County,TN,2,Metro,3789,17341,1,102345.0,21564.0,12169.0,136078.0,0.218,0.752,B,3,B3
2089,39093,39093,Lorain County,OH,1,Metro,68275,312964,30,1181908.0,1363027.0,1405673.0,3950608.0,0.218,0.299,B,1,B1
483,13195,13195,Madison County,GA,2,Metro,6558,30120,1,159728.0,54831.0,59784.0,274343.0,0.218,0.582,B,3,B3
418,13065,13065,Clinch County,GA,7,Nonmetro,1469,6749,1,39308.0,19813.0,41071.0,100192.0,0.218,0.392,B,2,B2
1685,31063,31063,Frontier County,NE,10,Nonmetro,548,2519,0,15511.0,8360.0,22509.0,46380.0,0.218,0.334,B,2,B2
2752,48459,48459,Upshur County,TX,2,Metro,8930,40892,3,213628.0,112441.0,76644.0,402713.0,0.218,0.53,B,3,B3
2298,42109,42109,Snyder County,PA,8,Nonmetro,8666,39736,0,169294.0,100384.0,639506.0,909184.0,0.218,0.186,B,1,B1
816,19055,19055,Delaware County,IA,6,Nonmetro,3814,17488,1,63719.0,34545.0,146218.0,244482.0,0.218,0.261,B,1,B1
3115,55133,55133,Waukesha County,WI,1,Metro,88797,406978,41,1429666.0,1669831.0,1152421.0,4251918.0,0.218,0.336,B,2,B2
1268,26075,26075,Jackson County,MI,2,Metro,34999,160366,13,528723.0,560993.0,535627.0,1625343.0,0.218,0.325,B,2,B2
528,13287,13287,Turner County,GA,6,Nonmetro,1963,9006,2,49318.0,41825.0,32522.0,123665.0,0.218,0.399,B,2,B2
797,19017,19017,Bremer County,IA,2,Metro,5446,24988,6,97884.0,48464.0,194032.0,340380.0,0.218,0.288,B,1,B1
2336,45041,45041,Florence County,SC,2,Metro,29891,137059,17,802514.0,777525.0,574073.0,2154112.0,0.218,0.373,B,2,B2
1010,21035,21035,Calloway County,KY,8,Nonmetro,8074,37103,3,202100.0,145029.0,156327.0,503456.0,0.218,0.401,B,2,B2
930,20085,20085,Jackson County,KS,2,Metro,2887,13232,1,60795.0,33607.0,53934.0,148336.0,0.218,0.41,B,2,B2
439,13107,13107,Emanuel County,GA,9,Nonmetro,4960,22768,3,130090.0,68248.0,182146.0,380484.0,0.218,0.342,B,2,B2
3074,55053,55053,Jackson County,WI,6,Nonmetro,4611,21145,1,76823.0,53309.0,45231.0,175363.0,0.218,0.438,B,2,B2
2634,48223,48223,Hopkins County,TX,3,Nonmetro,8020,36787,4,197275.0,144763.0,316766.0,658804.0,0.218,0.299,B,1,B1
1513,29061,29061,Daviess County,MO,4,Nonmetro,1837,8430,1,42247.0,17147.0,15400.0,74794.0,0.218,0.565,B,3,B3
2378,46035,46035,Davison County,SD,8,Nonmetro,4356,19956,1,97567.0,141075.0,48029.0,286671.0,0.218,0.34,B,2,B2
1570,29175,29175,Randolph County,MO,5,Nonmetro,5383,24716,5,121132.0,92842.0,17186.0,231160.0,0.218,0.524,B,3,B3
2596,48147,48147,Fannin County,TX,4,Nonmetro,7781,35662,5,177955.0,78621.0,83372.0,339948.0,0.218,0.523,B,3,B3
2362,46003,46003,Aurora County,SD,10,Nonmetro,600,2747,0,16256.0,10433.0,10273.0,36962.0,0.218,0.44,B,2,B2
1373,27119,27119,Polk County,MN,2,Metro,6772,31192,3,180301.0,142807.0,75866.0,398974.0,0.217,0.452,B,3,B3
1555,29145,29145,Newton County,MO,2,Metro,12708,58648,5,312665.0,369777.0,161043.0,843485.0,0.217,0.371,B,2,B2
471,13171,13171,Lamar County,GA,1,Metro,4017,18500,3,90111.0,39679.0,65587.0,195377.0,0.217,0.461,B,3,B3
2081,39077,39077,Huron County,OH,3,Nonmetro,12709,58565,4,259211.0,184867.0,168192.0,612270.0,0.217,0.423,B,2,B2
808,19039,19039,Clarke County,IA,6,Nonmetro,2111,9748,2,40829.0,24711.0,64566.0,130106.0,0.217,0.314,B,1,B1
24,01049,1049,DeKalb County,AL,6,Nonmetro,15517,71608,8,358945.0,286009.0,440418.0,1085372.0,0.217,0.331,B,2,B2
1131,22037,22037,East Feliciana Parish,LA,2,Metro,4244,19539,1,120035.0,2256.0,201716.0,324007.0,0.217,0.37,B,2,B2
2890,51147,51147,Prince Edward County,VA,4,Nonmetro,4738,21849,3,116006.0,126933.0,20867.0,263806.0,0.217,0.44,B,2,B2
1880,36105,36105,Sullivan County,NY,4,Nonmetro,17036,78624,5,250804.0,234788.0,34032.0,519624.0,0.217,0.483,B,3,B3
213,06055,6055,Napa County,CA,2,Metro,29889,138019,3,321002.0,521444.0,393175.0,1235621.0,0.217,0.26,B,1,B1
3001,54017,54017,Doddridge County,WV,8,Nonmetro,1691,7808,1,27150.0,10999.0,34856.0,73005.0,0.217,0.372,B,2,B2
173,05125,5125,Saline County,AR,2,Metro,26778,123416,14,586194.0,323697.0,161819.0,1071710.0,0.217,0.547,B,3,B3
1969,37159,37159,Rowan County,NC,1,Metro,31832,146875,12,745018.0,477825.0,420889.0,1643732.0,0.217,0.453,B,3,B3
189,06007,6007,Butte County,CA,2,Metro,45906,211632,6,559301.0,488666.0,631018.0,1678985.0,0.217,0.333,B,2,B2
2426,46135,46135,Yankton County,SD,8,Nonmetro,5060,23310,3,89714.0,131028.0,93935.0,314677.0,0.217,0.285,B,1,B1
1771,33015,33015,Rockingham County,NH,1,Metro,68231,314176,23,941502.0,1313862.0,465281.0,2720645.0,0.217,0.346,B,2,B2
2613,48181,48181,Grayson County,TX,2,Metro,29355,135543,20,680000.0,553804.0,1254141.0,2487945.0,0.217,0.273,B,1,B1
1680,31053,31053,Dodge County,NE,5,Nonmetro,8044,37167,6,174625.0,107343.0,172161.0,454129.0,0.216,0.385,B,2,B2
1013,21041,21041,Carroll County,KY,4,Nonmetro,2334,10810,2,57613.0,34511.0,1765540.0,1857664.0,0.216,0.031,B,1,B1
216,06061,6061,Placer County,CA,1,Metro,87237,404739,10,1222198.0,1134317.0,368438.0,2724953.0,0.216,0.449,B,3,B3
1396,27165,27165,Watonwan County,MN,6,Nonmetro,2435,11253,0,64055.0,47923.0,128796.0,240774.0,0.216,0.266,B,1,B1
1228,25023,25023,Plymouth County,MA,1,Metro,114483,530819,5,1470850.0,1488757.0,322476.0,3282083.0,0.216,0.448,B,3,B3
2735,48425,48425,Somervell County,TX,1,Metro,1990,9205,0,46253.0,44446.0,28173.0,118872.0,0.216,0.389,B,2,B2
1865,36075,36075,Oswego County,NY,2,Metro,25367,117525,3,207201.0,163081.0,165042.0,535324.0,0.216,0.387,B,2,B2
366,12093,12093,Okeechobee County,FL,3,Nonmetro,8578,39644,3,188264.0,122090.0,56372.0,366726.0,0.216,0.513,B,3,B3
836,19095,19095,Iowa County,IA,6,Nonmetro,3594,16662,1,74807.0,48070.0,139600.0,262477.0,0.216,0.285,B,1,B1
597,17005,17005,Bond County,IL,1,Metro,3616,16725,2,72114.0,57681.0,64307.0,194102.0,0.216,0.372,B,2,B2
1907,37035,37035,Catawba County,NC,2,Metro,34673,160610,21,840124.0,905585.0,578737.0,2324446.0,0.216,0.361,B,2,B2
1965,37151,37151,Randolph County,NC,2,Metro,31193,144171,10,743905.0,508418.0,627738.0,1880061.0,0.216,0.396,B,2,B2
2468,47081,47081,Hickman County,TN,1,Metro,5377,24925,0,146721.0,77019.0,13678.0,237418.0,0.216,0.618,B,3,B3
1507,29049,29049,Clinton County,MO,1,Metro,4568,21184,0,115560.0,33378.0,8851.0,157789.0,0.216,0.732,B,3,B3
1654,31001,31001,Adams County,NE,5,Nonmetro,6744,31205,3,161790.0,101181.0,170938.0,433909.0,0.216,0.373,B,2,B2
700,18007,18007,Benton County,IN,2,Metro,1885,8719,1,34015.0,36708.0,21304.0,92027.0,0.216,0.37,B,2,B2
454,13137,13137,Habersham County,GA,5,Nonmetro,9948,46031,9,218743.0,137601.0,420282.0,776626.0,0.216,0.282,B,1,B1
